id,prediction
0,0.6010532793191947
1,0.785305789837102
2,0.13249161339049073
3,0.8409129373065756
4,0.19849526605926726
5,0.909579258703471
6,0.0475142716246188
7,0.18365779716904312
8,0.25205717032278896
9,0.7574941485292094
10,0.5546306213630662
11,0.43587140552633924
12,0.973029811969998
13,0.21952123284408173
14,0.5924070930904324
15,0.9158106109395027
16,0.22607338419464829
17,0.9069570033238865
18,0.9256557729331916
19,0.19310634152124664
20,0.9151770859443012
21,0.714572979859993
22,0.6740941393821624
23,0.24679150276943448
24,0.20069880084777741
25,0.40402919709576596
26,0.935187491573396
27,0.9390008849990219
28,0.6484541727276395
29,0.8188346132353281
30,0.9077717042256486
31,0.7653961265599781
32,0.8207795281313974
33,0.3366673457362313
34,0.9520908950746392
35,0.9033706315413319
36,0.3673505717166483
37,0.6346727747229632
38,0.5031707101777313
39,0.18742228895749255
40,0.5608730777321866
41,0.1961000777178403
42,0.2497829923761067
43,0.2997203055528782
44,0.5334096421906508
45,0.8660582113419163
46,0.6843364065638418
47,0.33756452133812487
48,0.9681041907348894
49,0.7983440215660563
50,0.7740347597299302
51,0.27759893374964695
52,0.36794339867100034
53,0.12739920884052489
54,0.3944823962247918
55,0.5301586819223182
56,0.4022285257159069
57,0.9597115416169204
58,0.08531686442782471
59,0.17017886164147616
60,0.9423879000999409
61,0.9351606483758171
62,0.756715804211084
63,0.2392080965917719
64,0.07645988414979638
65,0.25454668113565526
66,0.6504865739151677
67,0.1845466118391651
68,0.23276901444106066
69,0.4485813674993047
70,0.571895463828884
71,0.8638243515516374
72,0.04224918288336695
73,0.26286996015748554
74,0.2671137973104939
75,0.6067368244019965
76,0.18966795436653092
77,0.4594588635137823
78,0.220203614008989
79,0.7083060173677419
80,0.37255885105673425
81,0.6445418062820284
82,0.6406568131730814
83,0.44771357274505963
84,0.8605693001113279
85,0.2004005799056304
86,0.5208275394483908
87,0.24271160754228738
88,0.29731738219282566
89,0.2971537718785465
90,0.3479503965222455
91,0.023306335771877695
92,0.19242846058281668
93,0.8218839242569829
94,0.8381396345290117
95,0.8049944334670618
96,0.03013410461822177
97,0.7408649500237323
98,0.9313895800050124
99,0.9646991930777962
100,0.46065425074126115
101,0.212486353200237
102,0.8532835553834737
103,0.20968608527370344
104,0.23457042206144776
105,0.8034168367599801
106,0.6863150467848014
107,0.9600277705574535
108,0.05568922664836437
109,0.6189005342520875
110,0.8078155910380963
111,0.8988828422702312
112,0.07310376677838465
113,0.24139121722754447
114,0.4050880213720843
115,0.8566165868049048
116,0.9332502220020512
117,0.31994728074093265
118,0.49382195721040384
119,0.345643905289847
120,0.7045292082888889
121,0.8545620307382388
122,0.9499226976549977
123,0.14855416550295814
124,0.013735397860344844
125,0.17353868055442487
126,0.6714564767292392
127,0.12903491887963434
128,0.7532050401393829
129,0.24548151427557052
130,0.9679637207524652
131,0.18236167526847824
132,0.9502262537877831
133,0.17355018658964663
134,0.6689163007516382
135,0.6371267449239204
136,0.18008043288499956
137,0.8629011736434945
138,0.3318515153412695
139,0.9025043128881243
140,0.6369384667441746
141,0.6686247495041875
142,0.25782903411072466
143,0.6038343946961977
144,0.7737081137095071
145,0.2258937978398361
146,0.8429209478042732
147,0.9104936448537846
148,0.15553076309440728
149,0.7427872426126011
150,0.21256842121163583
151,0.619625400720079
152,0.7867255173148603
153,0.0528311258761874
154,0.1626781926492173
155,0.3888304990629688
156,0.31489478242398583
157,0.45770942860365404
158,0.40088370720122357
159,0.15425926364508613
160,0.7322165673722782
161,0.15944096102193253
162,0.5097006022590943
163,0.31308402649926287
164,0.7306439060744648
165,0.6026919764685127
166,0.016506343521168802
167,0.16477254660207075
168,0.7804941580573269
169,0.40295452491438255
170,0.8992144610816487
171,0.35990618088869847
172,0.4196017476155395
173,0.03920000487497131
174,0.3823457186975848
175,0.9517197153976643
176,0.8801746533363332
177,0.22689877632328953
178,0.15320529993273205
179,0.1955019683596249
180,0.6719800267412096
181,0.19346745617355118
182,0.5827832458248765
183,0.5380726959520878
184,0.8520772094064516
185,0.94805603726278
186,0.7366780346712454
187,0.38838667104473945
188,0.9478661896634321
189,0.07014198500818593
190,0.37317006347504766
191,0.10664012925748227
192,0.8025856617310506
193,0.9726257252465771
194,0.7321813599503952
195,0.7124177935270845
196,0.8774108700505565
197,0.9106446285475331
198,0.8726527407158285
199,0.172178848439443
200,0.8207474619597768
201,0.41321344328264964
202,0.21401246119824271
203,0.7683514504807053
204,0.40305222005694996
205,0.9165616673006923
206,0.030282734103866803
207,0.1505695663887316
208,0.4909027705081025
209,0.009339771695618424
210,0.47971213313533817
211,0.893210474787606
212,0.07122060956776878
213,0.2764142979631884
214,0.40901465013157934
215,0.5722045123588576
216,0.8118201296348654
217,0.7961872218082332
218,0.8566576256186144
219,0.745205033274327
220,0.7912700906179772
221,0.37613581845016064
