id,prediction
0,0.17240303474861207
1,0.6435984225296636
2,0.3559659234365711
3,0.5864880301487005
4,0.33976988619991744
5,0.9618838357130244
6,0.4837036266970074
7,0.0
8,0.0
9,0.7799402311485153
10,0.5473696695800072
11,0.685260893782953
12,0.9549570802739709
13,0.612060077092508
14,0.6833992799224688
15,0.9464711715365297
16,0.2513368810398333
17,0.7304972440499284
18,0.8294140677393784
19,0.23414178355960757
20,0.8790672899175718
21,0.49607495078899433
22,0.4107034916030443
23,0.06136153097941133
24,0.17939441908009712
25,0.665855442292127
26,0.9080598878597925
27,0.8473368679878774
28,0.38857575512082576
29,0.7371470685792758
30,0.5829564736284851
31,0.7058950042699337
32,0.7271061127648863
33,0.16223747767529062
34,1.0
35,0.680166158050298
36,0.3127384406458873
37,0.3826737904602737
38,0.4453536081248046
39,0.0
40,0.7107617979655743
41,0.23309012131321083
42,0.18177602098123202
43,0.2937011752261185
44,0.6512825293296203
45,0.7783113435923212
46,0.6356665102197212
47,0.11972069286312603
48,0.9640346050157973
49,0.6426850980140841
50,0.34826400354265274
51,0.0
52,0.42885074669348455
53,0.17657855166916647
54,0.3589061532578057
55,0.7662808488721282
56,0.6872452509321363
57,1.0
58,0.0
59,0.15859059069003933
60,0.893318550448214
61,0.8303349077766597
62,0.663412017789426
63,0.22720013254729565
64,0.4309533232242302
65,0.44220800593186027
66,0.7501825421913111
67,0.6392007241233841
68,0.5384392912761768
69,0.7298425030153339
70,0.5970995286488687
71,0.7763793739288474
72,0.09609995283622652
73,0.3436497692083549
74,0.6205154080163027
75,0.6284854452058823
76,0.20831504782387356
77,0.683144122494781
78,0.6108492329347825
79,0.4952464804745489
80,0.4549067471675414
81,0.6596635025046282
82,0.43406505097547665
83,0.6162543947924917
84,0.5916391410542872
85,0.5470922651778096
86,0.6302840016925302
87,0.2193482196454397
88,0.0
89,0.1517391726434596
90,0.090941128426266
91,0.22513623197960442
92,0.38418678323614586
93,0.7177799636089901
94,0.6783580825770343
95,0.5154181521102146
96,0.0013189990386308637
97,0.551606199464743
98,0.873625986732435
99,0.9959965100205181
100,0.495102159854639
101,0.3842410429916754
102,0.8952603558601311
103,0.08948857406855382
104,0.24804734422380648
105,0.7791227491308348
106,0.47827156948821425
