id,prediction
0,0.5216148495674133
1,0.8439239859580994
2,0.24915711581707
3,0.5873681306838989
4,0.07766024023294449
5,0.8780602812767029
6,0.06088270619511604
7,0.08236520737409592
8,0.11846031248569489
9,0.8463231921195984
10,0.5254334211349487
11,0.3864833116531372
12,0.9571927785873413
13,0.34051695466041565
14,0.628511369228363
15,0.9307474493980408
16,0.1776142716407776
17,0.9090830087661743
18,0.8126696944236755
19,0.2053101807832718
20,0.9093540906906128
21,0.5224838852882385
22,0.1756323277950287
23,0.11683516949415207
24,0.15586429834365845
25,0.5452489852905273
26,0.9482478499412537
27,0.9082591533660889
28,0.550385594367981
29,0.7825722098350525
30,0.7776943445205688
31,0.765923261642456
32,0.6557683944702148
33,0.1727878600358963
34,0.8504732251167297
35,0.8804541826248169
36,0.21195927262306213
37,0.7202943563461304
38,0.3172696530818939
39,0.15711043775081635
40,0.39665645360946655
41,0.16227149963378906
42,0.18389417231082916
43,0.29307618737220764
44,0.6390276551246643
45,0.8454735279083252
46,0.6264424324035645
47,0.20342785120010376
48,0.9457168579101562
49,0.6639581918716431
50,0.5555185079574585
51,0.17451424896717072
52,0.3325229287147522
53,0.10316591709852219
54,0.36512595415115356
55,0.5879436135292053
56,0.5283004641532898
57,0.9570711255073547
58,0.1042042151093483
59,0.1703951060771942
60,0.9199612736701965
61,0.8936730623245239
62,0.6483137011528015
63,0.25350886583328247
64,0.21236422657966614
65,0.2577947974205017
66,0.6920303702354431
67,0.3627169132232666
68,0.16929538547992706
69,0.5328726172447205
70,0.7646204233169556
71,0.742992639541626
72,0.0638633444905281
73,0.3912266790866852
74,0.4654143750667572
75,0.6104875206947327
76,0.15114380419254303
77,0.5725281238555908
78,0.5351439118385315
79,0.6832016706466675
80,0.2828313708305359
81,0.3510967195034027
82,0.412850946187973
83,0.43991947174072266
84,0.7358456254005432
85,0.18781252205371857
86,0.37926220893859863
87,0.21558386087417603
88,0.4079647660255432
89,0.2720252573490143
90,0.17995747923851013
91,0.08667280524969101
92,0.2520850896835327
93,0.8130162954330444
94,0.7415025234222412
95,0.7736018896102905
96,0.10837572813034058
97,0.6906597018241882
98,0.8487770557403564
99,0.9219165444374084
100,0.4518999457359314
101,0.25341692566871643
102,0.6579278707504272
103,0.13080038130283356
104,0.20585104823112488
105,0.7492681741714478
106,0.34086543321609497
107,0.9316502809524536
108,0.07211793214082718
109,0.3327177166938782
110,0.7372214198112488
111,0.9417868852615356
112,0.1357787698507309
113,0.17045705020427704
114,0.3327033221721649
115,0.8465872406959534
116,0.8979116082191467
117,0.2077564299106598
118,0.7603028416633606
119,0.3670002222061157
120,0.8274373412132263
121,0.826245129108429
122,0.9276889562606812
123,0.12802885472774506
124,0.05420790985226631
125,0.27265965938568115
126,0.7280638813972473
127,0.15632247924804688
128,0.8358311057090759
129,0.1383899450302124
130,0.9022828936576843
131,0.20708759129047394
132,0.8097836375236511
133,0.19375690817832947
134,0.7181322574615479
135,0.6033164858818054
136,0.12117157131433487
137,0.8256323337554932
138,0.41423988342285156
139,0.9347853660583496
140,0.6132738590240479
141,0.6951808333396912
142,0.16319793462753296
143,0.5126171112060547
144,0.6162635684013367
145,0.13867217302322388
146,0.7936667799949646
147,0.87665855884552
148,0.13602563738822937
149,0.7294030785560608
150,0.18003427982330322
151,0.20997118949890137
152,0.8740702867507935
153,0.05550946295261383
154,0.17307975888252258
155,0.36835601925849915
156,0.23113945126533508
157,0.35371407866477966
158,0.6118674278259277
159,0.18591085076332092
160,0.6177921295166016
