id,prediction
0,0.7906984
1,0.89215595
2,0.10410174
3,0.84601223
4,0.39894488
5,0.7769286
6,0.19902402
7,0.12723972
8,0.03081431
9,0.7866536
10,0.66710943
11,0.54030234
12,0.87325144
13,0.59596294
14,0.7602496
15,0.9483663
16,0.044849567
17,0.8688194
18,0.8579145
19,0.38077822
20,0.91852534
21,0.89181185
22,0.51200664
23,0.056424093
24,0.06198065
25,0.9018738
26,0.89006275
27,0.68919975
28,0.6311819
29,0.9265016
30,0.67741925
31,0.8688872
32,0.8659284
33,0.24557643
34,0.77905875
35,0.95137304
36,0.7254699
37,0.81120205
38,0.5365837
39,0.42620307
40,0.33015773
41,0.04286899
42,0.093835324
43,0.66162264
44,0.9744659
45,0.8623235
46,0.32162127
47,0.04081714
48,0.8017866
49,0.8180338
50,0.90019053
51,0.3385831
52,0.2645505
53,0.004199872
54,0.30977362
55,0.48715475
56,0.20233105
57,0.96037734
58,0.023992952
59,0.4489434
60,0.8806124
61,0.8782862
62,0.57474905
63,0.01353616
64,0.31714267
65,0.37651286
66,0.5773449
67,0.1353397
68,0.28512394
69,0.4208327
70,0.686918
71,0.7124286
72,0.026643664
73,0.45182523
74,0.7083526
75,0.9094584
76,0.05328337
77,0.2487942
78,0.7677924
79,0.8019774
80,0.25988635
81,0.5634918
82,0.40373558
83,0.50575244
84,0.75819427
85,0.23443344
86,0.5115522
87,0.10506348
88,0.2667884
89,0.06634205
90,0.44512913
91,0.026691824
92,0.5156497
93,0.8396905
94,0.75816065
95,0.8368893
96,0.3818384
97,0.6830222
98,0.8904122
99,0.9038309
100,0.7426474
101,0.2980759
102,0.48380262
103,0.73273367
104,0.4475782
105,0.8902855
106,0.3912992
107,0.93308336
108,0.01307812
109,0.63261604
110,0.7239828
111,0.7878419
112,0.16638665
113,0.09177224
114,0.23404747
115,0.8353575
116,0.70767725
117,0.03392044
118,0.48101592
119,0.363385
120,0.7005237
121,0.8707479
122,0.9632421
123,0.052890573
124,0.017759724
125,0.15707938
126,0.76718533
127,0.22290723
128,0.6076793
129,0.19600102
130,0.9020637
131,0.48404035
132,0.66752285
133,0.28163636
134,0.6630935
135,0.77609503
136,0.24103765
137,0.86468923
138,0.42344525
139,0.9636124
140,0.7348442
141,0.6031848
142,0.027364366
143,0.7352421
144,0.84857416
145,0.09257432
146,0.82448125
147,0.6623344
148,0.2256725
149,0.8452997
150,0.3440175
151,0.28335968
152,0.95289737
153,0.0746849
154,0.048421048
155,0.6646333
156,0.105794184
157,0.7545994
158,0.9183831
159,0.093046516
160,0.56650966
161,0.06637204
162,0.8008919
163,0.2829364
164,0.6499104
165,0.8629687
166,0.12149371
167,0.86821514
168,0.8982184
169,0.5069696
170,0.9013147
171,0.46803594
172,0.5968329
173,0.04700481
174,0.43178755
175,0.8888385
176,0.83660036
177,0.17285395
178,0.20452131
179,0.3425629
180,0.6640499
181,0.35036722
182,0.3920719
183,0.5041087
184,0.7056437
185,0.6051949
186,0.71005714
187,0.35172823
188,0.43161932
189,0.58076745
190,0.727507
191,0.03492792
192,0.51982886
193,0.72442186
194,0.84012866
195,0.7750417
196,0.93702966
197,0.477084
198,0.83765477
199,0.24935389
200,0.9027529
201,0.5276059
202,0.19148901
203,0.7186512
204,0.5532016
